ProjectId,StudyId,Author,Year,ExperimentID,CohortId,InferredSham,ModelType,ModelID,InterventionType,InterventionID,NumberOfAnimals,OutcomeId,TypeOfOutcomeResult,GreaterIsWorse,OutcomeResult,OutcomeError,ErrorType,TimeInMinute,AnnotatorIdStr,DateTimeCreated,Reconciled,Units,idStr,StageIdStr,StudyLabel,Was the size of the filament used for perforation model reported?,Was the perforation entry point reported?,Were the mice intubated?,Which mouse strain was used?,What are the information on mice sex?,Was the location of perforation reported?,Were any methods to reduce postsurgical pain/stress of mice reported,Was intracranial pressure montitored?,Did they use a sham group?,What was the size of the filament used for perforation model?,How were the mice anaesthetised?,What was the number of mice in untreated control group?,How were the animal housing conditions described?,Were animals with immunodepression used for experiments?,Is SAH grade reported?,Which intravenous anaesthetic was used?,How were the other animal housing conditions described?,Which filament was used for perforation model?,Corresponding authors name,Where was the location of perforation?,What is the age of the mice?,Is the age of the mice reported?,Which other anaesthetical procedure was used?,Which intervention was tested?,Which other filament type was used for perforation model?,How was the weight of the mice?,Were information about mouse sex given?,Corresponding author email,Which inhalative anaesthetic was used?,Was the duration of surgical treatment of perforation reported?,What is the number of mice in the sham group?,Which methods to reduce postsurgical pain/stress of mice were used?,Was the number of mice in the untreated control group reported?,Was the number of mice in the sham group reported?,Mouse strain reported?,How long was the duration of surgical treatment of perforation?,Were information about the weight of the mice given?,Where was the perforation entry point?,ExperimentLabel,Experiment label?,How was the timepoint of outcome assessment specified?,CohortLabel,Cohort label?,Number of animals in cohort,OutcomeLabel,Outcome measure average type,Which type of outcome was assessed?,Greater is worse.,Outcome measure units,Outcome measure error type,Outcome assessment procedure label?,ModelLabel,Disease model induction procedure label?,InterventionLabel,Treatment procedure label?
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,43.3,0,sd,0,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,33bcb7c8-82a1-42f4-8ce2-dc860f1fd45f,277621d0-628f-4fb0-abab-043371b6fe43,,model control,5fad6ae7-da9b-44f0-87cf-4a5c3edeaa1a,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,6,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,0,0,sd,0,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,45e652a9-558f-4b78-8a96-956268fe3753,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SHAM for 7days,SHAM for 7days,,SHAM for 7days,SHAM for 7days,6,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,6cc9f365-86e2-46f8-b078-ee69150375c8,95489530-249f-4f57-8200-34f75f84dc7f,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,11,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,9.09,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,b0b45d87-a4e2-4c16-9451-44ec316a51f1,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH,SAH,,SAH,SAH,11,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,35.3,0,sd,2,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,9.1,0,sd,3,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,14.3,0,sd,6,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,16.7,0,sd,7,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,33bcb7c8-82a1-42f4-8ce2-dc860f1fd45f,277621d0-628f-4fb0-abab-043371b6fe43,,model control,5fad6ae7-da9b-44f0-87cf-4a5c3edeaa1a,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,6,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,0,0,sd,2,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,45e652a9-558f-4b78-8a96-956268fe3753,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SHAM for 7days,SHAM for 7days,,SHAM for 7days,SHAM for 7days,6,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,33bcb7c8-82a1-42f4-8ce2-dc860f1fd45f,277621d0-628f-4fb0-abab-043371b6fe43,,model control,5fad6ae7-da9b-44f0-87cf-4a5c3edeaa1a,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,6,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,0,0,sd,3,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,45e652a9-558f-4b78-8a96-956268fe3753,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SHAM for 7days,SHAM for 7days,,SHAM for 7days,SHAM for 7days,6,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,33bcb7c8-82a1-42f4-8ce2-dc860f1fd45f,277621d0-628f-4fb0-abab-043371b6fe43,,model control,5fad6ae7-da9b-44f0-87cf-4a5c3edeaa1a,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,6,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,16.7,0,sd,4,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,45e652a9-558f-4b78-8a96-956268fe3753,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SHAM for 7days,SHAM for 7days,,SHAM for 7days,SHAM for 7days,6,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,142a7e23-7571-459f-9f60-bd19cd2e4c65,55ada105-0979-4ef7-8e58-1cd77869c77e,,model control,5fad6ae7-da9b-44f0-87cf-4a5c3edeaa1a,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,5,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,0,0,sd,1,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,be9cf734-aa48-4f72-ab78-6051a13ddec2,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SHAM,SHAM,,SHAM,SHAM,5,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SHAM,SHAM,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,30,0,sd,4,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,83.3,0,sd,8,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,8395b21e-2f9f-4a64-ad8c-398879aef13d,f742206b-d65d-4db0-9775-971f4d70e8a1,,model,34065041-ef1a-4738-bcfa-6f9a0cf7b24e,intervention,65f46b3c-61ab-41e2-bd9d-c1be035734ae,30,23162b06-236b-41c6-86b6-ca275c51fad7,mean,TRUE,0,0,sd,5,1d362025-1467-4810-8d69-52df43b69821,2021-10-22 11:03:20,FALSE,%,fe11b362-7cd2-48ee-b11b-704ec5db6441,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,male,TRUE,FALSE,not reported,TRUE,4-0 monofilament with a sharpened tip,Injective,11+30,not reported,no,TRUE,"Avertin® (2,2,2-tribromoethanol; 250 μg/g body weight)",,uncoated,Hidenori Suzuki,the bifurcation of the left anterior cerebral artery and the left middle cerebral artery,10-12 weeks ,TRUE,,Double Immunoenzymatic Technique,,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,5+6,,TRUE,TRUE,TRUE,,TRUE,left ECA,SAH for 7days,SAH for 7days,,SAH for 7days,SAH for 7days,30,mortality,Mean,Mortality rate (%),TRUE,%,SD,mortality,SAH,SAH,none,none
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,05d4cd1e-3898-455b-a763-a89d9d6895d6,cf3e877e-eafa-40f6-ae30-709bdb619bd6,,model,6da65fee-6cd1-4baa-aee8-b8dfcee973f8,intervention,5f6360d6-fdde-4baf-baff-4af07b274704,6,a3065051-fc7f-4c6e-9738-0bd4dad8d8db,mean,TRUE,0,0,sd,7,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-06 10:36:57,FALSE,%,bed1461a-7462-43ed-acd9-1207888542df,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,m,TRUE,FALSE,no,TRUE,4-0,Injective,6,not reported,no,TRUE,"Avetin = 2,2,2-tribromoethanol: 250 µg / g bodyweight",,other,Hidenori Suzuki,bifurcation ,10-12 weeks,TRUE,,morphological characteristics,sharpened monofilament,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,6,,TRUE,TRUE,TRUE,,TRUE,external carotid artery,1,1,,1,1,6,Mortality rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality rate,SAH,SAH,SHAM,SHAM
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,05d4cd1e-3898-455b-a763-a89d9d6895d6,cf3e877e-eafa-40f6-ae30-709bdb619bd6,,model,6da65fee-6cd1-4baa-aee8-b8dfcee973f8,intervention,5f6360d6-fdde-4baf-baff-4af07b274704,6,a3065051-fc7f-4c6e-9738-0bd4dad8d8db,mean,TRUE,0,0,sd,6,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-06 10:36:57,FALSE,%,bed1461a-7462-43ed-acd9-1207888542df,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,m,TRUE,FALSE,no,TRUE,4-0,Injective,6,not reported,no,TRUE,"Avetin = 2,2,2-tribromoethanol: 250 µg / g bodyweight",,other,Hidenori Suzuki,bifurcation ,10-12 weeks,TRUE,,morphological characteristics,sharpened monofilament,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,6,,TRUE,TRUE,TRUE,,TRUE,external carotid artery,1,1,,1,1,6,Mortality rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality rate,SAH,SAH,SHAM,SHAM
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,05d4cd1e-3898-455b-a763-a89d9d6895d6,cf3e877e-eafa-40f6-ae30-709bdb619bd6,,model,6da65fee-6cd1-4baa-aee8-b8dfcee973f8,intervention,5f6360d6-fdde-4baf-baff-4af07b274704,6,a3065051-fc7f-4c6e-9738-0bd4dad8d8db,mean,TRUE,0,0,sd,5,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-06 10:36:57,FALSE,%,bed1461a-7462-43ed-acd9-1207888542df,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,m,TRUE,FALSE,no,TRUE,4-0,Injective,6,not reported,no,TRUE,"Avetin = 2,2,2-tribromoethanol: 250 µg / g bodyweight",,other,Hidenori Suzuki,bifurcation ,10-12 weeks,TRUE,,morphological characteristics,sharpened monofilament,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,6,,TRUE,TRUE,TRUE,,TRUE,external carotid artery,1,1,,1,1,6,Mortality rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality rate,SAH,SAH,SHAM,SHAM
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,05d4cd1e-3898-455b-a763-a89d9d6895d6,cf3e877e-eafa-40f6-ae30-709bdb619bd6,,model,6da65fee-6cd1-4baa-aee8-b8dfcee973f8,intervention,5f6360d6-fdde-4baf-baff-4af07b274704,6,a3065051-fc7f-4c6e-9738-0bd4dad8d8db,mean,TRUE,16.7,0,sd,4,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-06 10:36:57,FALSE,%,bed1461a-7462-43ed-acd9-1207888542df,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,m,TRUE,FALSE,no,TRUE,4-0,Injective,6,not reported,no,TRUE,"Avetin = 2,2,2-tribromoethanol: 250 µg / g bodyweight",,other,Hidenori Suzuki,bifurcation ,10-12 weeks,TRUE,,morphological characteristics,sharpened monofilament,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,6,,TRUE,TRUE,TRUE,,TRUE,external carotid artery,1,1,,1,1,6,Mortality rate,Mean,Mortality rate (%),TRUE,%,SD,Mortality rate,SAH,SAH,SHAM,SHAM
f526e2e8-f447-497e-91ed-9612ef7806ae,ef4ad15c-3f9b-4efd-84a1-ab94609caceb,,2019,84f5a039-a4cb-4466-9083-1a1fca324072,7dadd089-a62a-43cf-93c9-ca4e8bcd940e,,model,6da65fee-6cd1-4baa-aee8-b8dfcee973f8,intervention,615bdcf9-4fa4-4261-bdab-3775b10b8c47,30,9fcbc6bd-43ba-43eb-8aea-84d58e317497,mean,FALSE,8.1,0,sd,0,4c1843fd-ea20-4674-a0bc-8d11c2c03bdf,2021-10-06 10:36:57,FALSE,%,11e7caee-4d64-45e4-ba0a-5b3292bf6251,ba5a088a-1c1a-4669-a282-2a8b12f393a7,Root,TRUE,TRUE,not reported,C57BL/6,m,TRUE,FALSE,no,TRUE,4-0,Injective,6,not reported,no,TRUE,"Avetin = 2,2,2-tribromoethanol: 250 µg / g bodyweight",,other,Hidenori Suzuki,bifurcation ,10-12 weeks,TRUE,,morphological characteristics,sharpened monofilament,25-30 g,TRUE,suzuki02@clin.medic.mie-u.ac.jp,,FALSE,6,,TRUE,TRUE,TRUE,,TRUE,external carotid artery,4,4,,4,4,30,SAH Grade,Mean,SAH grade,FALSE,%,SD,SAH Grade,SAH,SAH,SAH,SAH
